name,height,formats,generation_x,format codes,Weaknesses,Strong Weaknesses,Resists,Strong Resists,Immune,STAB,Resistance Index,Entry Hazards,Hazard Removal,Removal Deterrent,Cleric,Pivot,Item Removal,Setup,Priority,HP Drain,HP Recovery,Weather Set,Weather Gimmick,Physical Cutoff 1,Physical Cutoff 2,Physical Cutoff 3,Physical Cutoff 4,Physical Cutoff 5,Physical Cutoff 6,Physical Coverage 1,Physical Coverage 2,Physical Coverage 3,Physical Coverage 4,Special Cutoff 1,Special Cutoff 2,Special Cutoff 3,Special Cutoff 4,Special Cutoff 5,Special Cutoff 6,Special Cutoff 7,Special Coverage 1,Special Coverage 2,Special Coverage 3,Special Coverage 4,Special Coverage 5,Special Coverage 6,Special Coverage 7,Special Coverage 8,Special Coverage 9,Special Coverage 10,Misc Status,Unique Powerful Move,Ability Cutoff 1,Ability Cutoff 2,Ability Cutoff 3,Ability Cutoff 4,Ability Cutoff 5,Ability Cutoff 6,Best Ability,Best Ability <100,Unique Powerful Ability,oldformats,oldformat codes,abilities,against_bug,against_dark,against_dragon,against_electric,against_fairy,against_fight,against_fire,against_flying,against_ghost,against_grass,against_ground,against_ice,against_normal,against_poison,against_psychic,against_rock,against_steel,against_water,attack,base_egg_steps,base_happiness,base_total,capture_rate,classfication,defense,experience_growth,height_m,hp_y,japanese_name,percentage_male,pokedex_number,sp_attack,sp_defense,speed,type1,type2,weight_kg,generation_y,is_legendary,moveset,vgc_usage_percent,vgc_usage_year,type1_analysis,type2_analysis,ability1,ability2,hidden_ability
bronzong,1.3,RU,DP,3,4,0,8,1,1,2,10,2,0,0,0,0,0,3,0,0,0,0,2,12,10,8,6,5,1,7,7,6,2,9,8,8,7,5,5,2,6,6,6,5,4,3,3,3,2,1,3,0,1,1,1,1,1,0,95.45454545,95.45454545,1,NU,2,"['Levitate', 'Heatproof', 'Heavy Metal']",1.0,2.0,0.5,1.0,0.5,1.0,2.0,0.5,2.0,0.5,2.0,0.5,0.5,0.0,0.25,0.5,0.5,1.0,89,5120,70,500,90,Bronze Bell Pokémon,116,1000000,1.3,67,Dohtakunドータクン,,437,79,116,33,steel,psychic,187.0,4,0,"Body Press, Protect, Psychic, Stealth Rock, Toxic",1.33,Worlds_VGC_Usage_2022,steel,psychic,levitate,heatproof,heavy-metal
spiritomb,1.0,PU,DP,1,1,0,1,0,3,2,12,0,0,1,0,0,0,4,2,0,0,0,0,6,4,2,2,2,1,4,4,3,2,10,9,7,6,5,3,1,9,8,8,8,4,2,1,1,1,1,3,0,1,1,1,0,0,0,65.2173913,65.2173913,0,ZU,0,"['Pressure', 'Infiltrator']",1.0,1.0,1.0,1.0,2.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.5,0.0,1.0,1.0,1.0,92,7680,70,485,100,Forbidden Pokémon,108,1000000,1.0,50,Mikarugeミカルゲ,50.0,442,92,108,35,ghost,dark,108.0,4,0,"Calm Mind, Dark Pulse, Poltergeist, Rest, Shadow Sneak, Sleep Talk, Sucker Punch, Trick",0.22041,Smogon_VGC_Usage_2023,ghost,dark,pressure,No_ability,infiltrator
garchomp,1.9,OU,DP,5,2,1,3,0,1,2,3,2,0,0,0,0,0,4,0,0,0,0,1,22,18,11,10,5,2,13,13,9,2,8,7,7,7,6,4,3,5,5,5,5,5,3,3,2,1,1,2,0,1,1,1,1,0,0,80.0,80.0,0,OU,5,"['Sand Veil', 'Rough Skin']",1.0,1.0,2.0,0.0,2.0,1.0,0.5,1.0,1.0,1.0,1.0,4.0,1.0,0.5,1.0,0.5,1.0,1.0,170,10240,70,700,45,Mach Pokémon,115,1250000,1.9,108,Gaburiasガブリアス,50.0,445,120,95,92,dragon,ground,95.0,4,0,"Earthquake, Fire Fang, Flamethrower, Protect, Rest, Scale Shot, Stealth Rock, Stone Edge, Swords Dance, Toxic",16.46,Worlds_VGC_Usage_2024,dragon,ground,sand-veil,No_ability,rough-skin
lucario,1.2,RU,DP,3,3,0,6,2,1,2,11,0,0,0,0,0,0,4,2,2,0,0,1,24,16,13,10,8,4,14,14,11,2,10,10,9,8,6,5,1,9,8,8,8,7,3,3,3,2,1,2,0,1,1,1,1,0,0,75.0,75.0,0,RU,3,"['Steadfast', 'Inner Focus', 'Justified']",0.25,0.5,0.5,1.0,1.0,2.0,2.0,1.0,1.0,0.5,2.0,0.5,0.5,0.0,1.0,0.25,0.5,1.0,145,6400,70,625,45,Aura Pokémon,88,1059860,1.2,70,Lucarioルカリオ,88.1,448,140,70,112,fighting,steel,54.0,4,0,"Close Combat, Extreme Speed, Meteor Mash, Swords Dance",0.08553,Smogon_VGC_Usage_2023,fighting,steel,steadfast,inner-focus,justified
hippowdon,2.0,OU,DP,5,3,0,2,0,1,1,3,2,0,0,0,0,0,2,0,0,1,1,2,20,18,11,8,6,2,9,9,6,2,4,3,2,2,2,1,0,3,3,3,3,3,1,1,1,1,1,2,0,1,1,1,1,1,1,100.0,14.28571429,0,OU,5,"['Sand Stream', 'Sand Force']",1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,0.5,1.0,0.5,1.0,2.0,112,7680,70,525,60,Heavyweight Pokémon,118,1250000,2.0,108,Kabaldonカバルドン,50.0,450,68,72,47,ground,,300.0,4,0,"Earthquake, Slack Off, Stealth Rock, Toxic",0.05,Worlds_VGC_Usage_2024,ground,No_type,sand-stream,No_ability,sand-force
drapion,1.3,NU,DP,2,1,0,4,0,1,2,7,1,0,0,0,0,2,4,0,1,0,0,0,21,15,8,6,3,1,13,13,9,1,6,6,5,4,4,3,2,6,5,5,5,5,1,1,1,1,1,2,0,1,1,0,0,0,0,50.0,50.0,0,NU,2,"['Battle Armor', 'Sniper', 'Keen Eye']",1.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,0.5,0.5,2.0,1.0,1.0,0.5,0.0,1.0,1.0,1.0,90,5120,70,500,45,Ogre Scorp Pokémon,110,1250000,1.3,70,Dorapionドラピオン,50.0,452,60,75,95,poison,dark,61.5,4,0,"Earthquake, Knock Off, Poison Jab, Swords Dance",0.01102,Smogon_VGC_Usage_2022,poison,dark,battle-armor,sniper,keen-eye
toxicroak,1.3,NU,DP,2,2,1,5,1,0,2,3,0,0,0,0,0,2,4,2,2,0,0,4,24,16,12,9,4,2,12,11,10,3,6,5,5,5,5,4,2,7,6,6,6,5,3,3,3,1,1,2,0,1,1,1,1,1,1,100.0,0.0,0,PU,1,"['Anticipation', 'Dry Skin', 'Poison Touch']",0.25,0.5,1.0,1.0,1.0,0.5,1.0,2.0,1.0,0.5,2.0,1.0,1.0,0.5,4.0,0.5,1.0,1.0,106,5120,70,490,75,Toxic Mouth Pokémon,65,1000000,1.3,83,Dokurogドクロッグ,50.0,454,86,65,85,poison,fighting,44.4,4,0,"Drain Punch, Focus Blast, Gunk Shot, Knock Off, Nasty Plot, Shadow Ball, Sludge Wave, Sucker Punch, Swords Dance, Vacuum Wave",0.05087,Smogon_VGC_Usage_2024,poison,fighting,anticipation,dry-skin,poison-touch
weavile,1.1,OU,DP,5,5,1,3,0,1,2,0,0,0,0,0,0,2,4,2,0,0,0,1,26,17,10,8,5,2,11,11,8,2,8,7,7,5,5,3,1,8,7,7,7,7,4,3,2,1,1,2,0,1,1,1,0,0,0,65.2173913,65.2173913,0,OU,5,"['Pressure', 'Pickpocket']",2.0,0.5,1.0,1.0,2.0,4.0,2.0,1.0,0.5,1.0,1.0,0.5,1.0,1.0,0.0,2.0,2.0,1.0,120,5120,35,510,45,Sharp Claw Pokémon,65,1059860,1.1,70,Manyulaマニューラ,50.0,461,45,85,125,dark,ice,34.0,4,0,"Ice Shard, Icicle Crash, Knock Off, Low Kick, Swords Dance, Triple Axel",0.2,Worlds_VGC_Usage_2024,dark,ice,pressure,No_ability,pickpocket
lickilicky,1.7,PU,DP,1,1,0,0,0,1,1,3,0,0,0,2,0,2,4,0,0,0,0,2,28,19,14,8,4,2,14,13,11,4,12,11,10,9,9,7,5,10,9,9,9,9,8,7,3,1,1,2,0,1,0,0,0,0,0,40.0,40.0,0,ZU,0,"['Own Tempo', 'Oblivious', 'Cloud Nine']",1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,85,5120,70,515,30,Licking Pokémon,95,1000000,1.7,110,Berobeltベロベルト,50.0,463,80,95,50,normal,,140.0,4,0,"Heal Bell, Knock Off, Protect, Toxic, Wish",,,normal,No_type,own-tempo,oblivious,cloud-nine
rhyperior,2.4,UU,DP,4,4,2,4,1,1,2,2,2,0,0,0,0,0,4,0,0,0,0,2,45,33,22,16,10,2,14,14,13,4,16,13,13,12,10,7,5,10,10,10,10,9,6,6,3,1,1,2,0,1,1,1,1,1,0,83.33333333,83.33333333,0,RU,3,"['Lightningrod', 'Solid Rock', 'Reckless']",1.0,1.0,1.0,0.0,1.0,2.0,0.5,0.5,1.0,4.0,2.0,2.0,0.5,0.25,1.0,0.5,2.0,4.0,140,5120,70,535,30,Drill Pokémon,130,1250000,2.4,115,Dosidonドサイドン,50.0,464,55,55,40,ground,rock,282.8,4,0,"Earthquake, Megahorn, Stealth Rock, Stone Edge",0.37764,Smogon_VGC_Usage_2024,ground,rock,lightning-rod,solid-rock,reckless
tangrowth,2.0,Uber,DP,6,5,0,4,0,0,1,-1,0,0,0,0,0,2,4,0,2,2,0,5,17,11,7,5,3,2,8,8,6,2,7,6,5,5,4,3,2,9,7,7,6,4,3,3,3,1,1,4,0,1,1,1,1,1,1,100.0,63.63636364,0,UU,4,"['Chlorophyll', 'Leaf Guard', 'Regenerator']",2.0,1.0,1.0,0.5,1.0,1.0,2.0,2.0,1.0,0.5,0.5,2.0,1.0,2.0,1.0,1.0,1.0,0.5,100,5120,70,535,30,Vine Pokémon,125,1000000,2.0,100,Mojumboモジャンボ,50.0,465,110,50,50,grass,,128.6,4,0,"Earthquake, Giga Drain, Knock Off, Power Whip, Rock Slide, Sleep Powder, Sludge Bomb",0.04,Worlds_VGC_Usage_2022,grass,No_type,chlorophyll,leaf-guard,regenerator
magmortar,1.6,PU,DP,1,3,0,6,0,0,1,3,0,0,0,0,1,0,3,2,0,0,0,2,20,12,8,4,2,2,9,9,7,3,13,13,13,13,11,9,7,7,7,7,7,6,4,4,4,1,1,3,0,1,1,1,0,0,0,66.66666667,66.66666667,0,ZU,0,"['Flame Body', 'Vital Spirit']",0.5,1.0,1.0,1.0,0.5,1.0,0.5,1.0,1.0,0.5,2.0,0.5,1.0,1.0,1.0,2.0,0.5,2.0,95,6400,70,540,30,Blast Pokémon,67,1000000,1.6,75,Booburnブーバーン,75.4,467,125,95,83,fire,,68.0,4,0,"Fire Blast, Focus Blast, Overheat, Scorching Sands, Taunt, Thunderbolt, Toxic",0.04367,Smogon_VGC_Usage_2024,fire,No_type,flame-body,No_ability,vital-spirit
mamoswine,2.5,OU,DP,5,5,0,1,0,1,2,0,2,0,0,0,0,2,2,2,0,0,0,2,21,19,12,10,8,3,9,8,6,2,7,4,4,3,3,3,2,4,4,4,4,3,2,2,1,1,1,1,0,1,1,1,1,1,0,85.71428571,85.71428571,0,UU,4,"['Oblivious', 'Snow Cloak', 'Thick Fat']",1.0,1.0,1.0,0.0,1.0,2.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,0.5,1.0,1.0,2.0,2.0,130,5120,70,530,50,Twin Tusk Pokémon,80,1250000,2.5,110,Mammooマンムー,50.0,473,70,60,80,ice,ground,291.0,4,0,"Earthquake, Ice Shard, Icicle Crash, Knock Off",1.53715,Smogon_VGC_Usage_2022,ice,ground,oblivious,snow-cloak,thick-fat
porygon-z,0.9,RU,DP,3,1,0,0,0,1,1,3,0,0,0,0,1,0,4,0,0,1,0,2,6,4,2,1,1,0,5,5,4,1,12,11,10,9,8,6,4,6,6,6,6,6,4,3,2,1,1,3,0,1,1,1,1,1,1,100.0,66.66666667,0,RU,3,"['Adaptability', 'Download', 'Analytic']",1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,80,5120,70,535,30,Virtual Pokémon,70,1000000,0.9,85,Porygon-zポリゴンＺ,,474,135,75,90,normal,,34.0,4,0,"Nasty Plot, Shadow Ball, Tri Attack, Trick",0.07,Worlds_VGC_Usage_2024,normal,No_type,adaptability,download,analytic
froslass,1.3,PU,DP,1,5,0,3,0,2,2,6,3,0,1,0,0,0,0,2,1,0,0,2,12,11,6,6,5,3,5,4,4,2,9,8,7,6,6,5,3,7,6,6,6,5,4,3,1,1,1,3,0,1,1,1,0,0,0,71.42857143,71.42857143,0,ZU,0,"['Snow Cloak', 'Cursed Body']",0.5,2.0,1.0,1.0,1.0,0.0,2.0,1.0,2.0,1.0,1.0,0.5,0.0,0.5,1.0,2.0,2.0,1.0,80,5120,70,480,75,Snow Land Pokémon,70,1000000,1.3,70,Yukimenokoユキメノコ,0.0,478,80,70,110,ice,ghost,26.6,4,0,"Destiny Bond, Icy Wind, Shadow Ball, Spikes, Taunt",0.01308,Smogon_VGC_Usage_2023,ice,ghost,snow-cloak,No_ability,cursed-body
rotom,0.3,PU,DP,1,3,0,5,0,2,2,10,0,1,1,0,3,0,4,2,0,0,0,2,4,3,2,2,2,1,3,3,2,1,9,9,8,8,7,4,1,7,6,5,5,5,2,1,0,0,0,3,0,1,1,1,1,1,0,95.45454545,95.45454545,0,ZU,0,['Levitate'],0.5,2.0,1.0,0.5,1.0,0.0,1.0,0.5,2.0,1.0,2.0,1.0,0.0,0.5,1.0,1.0,0.5,1.0,65,5120,70,520,45,Plasma Pokémon,107,1000000,0.3,50,Rotomロトム,,479,105,107,86,electric,ghost,0.3,4,0,"Defog, Hex, Shadow Ball, Thunderbolt, Trick, Volt Switch, Will-O-Wisp",,,electric,ghost,levitate,No_ability,None 
uxie,0.3,PU,DP,1,3,0,2,0,0,1,-1,2,0,0,1,3,2,4,0,2,0,0,2,10,9,8,3,2,0,9,9,8,1,13,13,11,11,9,6,4,8,7,7,7,6,3,3,2,1,1,3,0,1,1,1,1,1,0,95.45454545,95.45454545,0,ZU,0,['Levitate'],2.0,2.0,1.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,75,20480,140,580,3,Knowledge Pokémon,130,1250000,0.3,75,Yuxieユクシー,,480,75,130,95,psychic,,0.3,4,1,"Knock Off, Psychic, Stealth Rock, Thunder Wave, U-turn",0.19074,Smogon_VGC_Usage_2023,psychic,No_type,levitate,No_ability,None 
mesprit,0.3,PU,DP,1,3,0,2,0,0,1,-1,2,0,0,1,3,2,4,0,2,0,0,2,9,8,7,2,1,0,8,8,7,1,15,15,13,12,10,7,5,9,8,8,8,7,4,4,2,1,1,3,0,1,1,1,1,1,0,95.45454545,95.45454545,0,PU,1,['Levitate'],2.0,2.0,1.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,105,20480,140,580,3,Emotion Pokémon,105,1250000,0.3,80,Emritエムリット,,481,105,105,80,psychic,,0.3,4,1,"Dazzling Gleam, Healing Wish, Nasty Plot, Psychic, Shadow Ball, Stealth Rock, Thunderbolt, Trick, U-turn",0.06297,Smogon_VGC_Usage_2023,psychic,No_type,levitate,No_ability,None 
azelf,0.3,UU,DP,4,3,0,2,0,0,1,-1,2,0,0,0,3,2,4,0,2,0,0,2,13,11,8,3,2,0,9,9,7,1,15,15,13,13,11,8,6,9,8,8,8,7,4,4,2,1,1,3,0,1,1,1,1,1,0,95.45454545,95.45454545,0,UU,4,['Levitate'],2.0,2.0,1.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,125,20480,140,580,3,Willpower Pokémon,70,1250000,0.3,75,Agnomeアグノム,,482,125,70,115,psychic,,0.3,4,1,"Energy Ball, Fire Blast, Nasty Plot, Psyshock",0.14736,Smogon_VGC_Usage_2023,psychic,No_type,levitate,No_ability,None 
dialga,5.4,Uber,DP,6,2,0,8,1,1,2,12,2,0,0,0,0,0,3,0,0,0,0,2,18,15,11,10,5,2,9,9,6,2,16,15,15,13,10,8,6,9,9,9,9,9,6,6,4,2,1,3,0,1,1,1,0,0,0,65.2173913,65.2173913,0,Uber,6,"['Pressure', 'Telepathy']",0.5,1.0,1.0,0.5,1.0,2.0,1.0,0.5,1.0,0.25,2.0,1.0,0.5,0.0,0.5,0.5,0.5,0.5,120,30720,0,680,3,Temporal Pokémon,120,1250000,5.4,100,Dialgaディアルガ,,483,150,100,90,steel,dragon,683.0,4,1,"Draco Meteor, Dragon Pulse, Fire Blast, Power Gem, Rest, Roar, Stealth Rock, Thunder, Toxic",4.95032,Smogon_VGC_Usage_2022,steel,dragon,pressure,No_ability,telepathy
palkia,4.2,Uber,DP,6,2,0,1,2,0,2,3,0,0,0,0,0,0,3,0,0,0,0,2,20,17,12,11,5,2,10,10,6,3,17,16,15,14,12,9,6,9,9,9,9,9,7,7,3,1,1,3,1,1,1,1,0,0,0,65.2173913,65.2173913,0,Uber,6,"['Pressure', 'Telepathy']",1.0,1.0,2.0,1.0,2.0,1.0,0.25,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,0.25,120,30720,0,680,3,Spatial Pokémon,100,1250000,4.2,90,Palkiaパルキア,,484,150,120,100,water,dragon,336.0,4,1,"Draco Meteor, Dragon Tail, Fire Blast, Focus Punch, Hydro Pump, Rest, Roar, Spacial Rend, Surf, Thunder, Toxic",10.18,Worlds_VGC_Usage_2022,water,dragon,pressure,No_ability,telepathy
giratina,4.5,Uber,DP,6,5,0,6,0,2,2,9,0,1,1,0,0,0,3,2,0,0,0,2,15,11,8,8,4,3,11,11,8,3,14,12,12,12,10,7,3,12,12,12,12,9,4,3,2,1,1,3,0,1,1,1,0,0,0,65.2173913,65.2173913,0,Uber,6,"['Pressure', 'Telepathy', 'Levitate']",0.5,2.0,2.0,0.5,2.0,0.0,0.5,1.0,2.0,0.5,1.0,2.0,0.0,0.5,1.0,1.0,1.0,0.5,120,30720,0,680,3,Renegade Pokémon,100,1250000,4.5,150,Giratina (another Forme)ギラティナ,,487,120,100,90,ghost,dragon,750.0,4,1,"Defog, Rest, Roar, Toxic, Will-O-Wisp",0.07543,Smogon_VGC_Usage_2022,ghost,dragon,pressure,No_ability,telepathy
cresselia,1.5,RU,DP,3,3,0,2,0,0,1,-1,0,0,0,1,0,0,3,0,0,1,0,1,4,4,2,0,0,0,3,3,2,1,11,10,9,9,8,6,4,8,7,7,6,6,2,2,2,1,1,3,0,1,1,1,1,1,0,95.45454545,95.45454545,0,RU,3,['Levitate'],2.0,2.0,1.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,70,30720,100,600,3,Lunar Pokémon,120,1250000,1.5,120,Cresseliaクレセリア,0.0,488,75,130,85,psychic,,85.6,4,1,"Calm Mind, Moonblast, Moonlight, Psyshock, Stored Power, Substitute, Thunder Wave, Toxic",23.75665,Smogon_VGC_Usage_2023,psychic,No_type,levitate,No_ability,None 
stoutland,1.2,PU,BW,1,1,0,0,0,1,1,3,0,0,0,0,0,0,2,0,0,0,0,5,15,12,8,6,4,1,13,12,8,2,6,6,6,5,4,2,1,6,5,5,5,4,2,2,1,1,1,3,0,1,1,1,1,1,1,100.0,66.66666667,0,ZU,0,"['Intimidate', 'Sand Rush', 'Scrappy']",1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,110,3840,70,500,45,Big-Hearted Pokémon,90,1059860,1.2,85,Moolandムーランド,50.0,508,45,90,80,normal,,61.0,5,0,"Facade, Play Rough, Stomping Tantrum, Strength, Superpower",0.00439,Smogon_VGC_Usage_2022,normal,No_type,intimidate,sand-rush,scrappy
unfezant,1.2,PU,BW,1,3,0,2,0,2,2,7,0,1,0,1,3,0,3,1,0,1,0,3,3,3,2,2,1,1,4,4,2,2,3,3,3,3,3,2,1,3,3,3,3,3,2,2,1,1,1,2,0,1,1,1,1,0,0,75.0,75.0,0,ZU,0,"['Big Pecks', 'Super Luck', 'Rivalry']",0.5,1.0,1.0,2.0,1.0,1.0,1.0,1.0,0.0,0.5,0.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,115,3840,70,488,45,Proud Pokémon,80,1059860,1.2,80,Kenhallowケンホロウ,50.0,521,65,55,93,normal,flying,29.0,5,0,"Brave Bird, Defog, Roost, Toxic, U-turn",,,normal,flying,big-pecks,super-luck,rivalry
gigalith,1.7,NU,BW,2,5,0,4,0,0,1,-1,2,0,0,0,0,0,3,0,0,0,1,2,17,16,11,10,7,2,6,6,6,2,3,3,3,3,2,1,0,4,4,4,4,4,1,1,1,1,1,1,0,1,1,1,1,1,1,100.0,57.14285714,0,PU,1,"['Sturdy', 'Sand Stream', 'Sand Force']",1.0,1.0,1.0,1.0,1.0,2.0,0.5,0.5,1.0,2.0,2.0,1.0,0.5,0.5,1.0,1.0,2.0,2.0,135,3840,70,515,45,Compressed Pokémon,130,1059860,1.7,85,Gigaiathギガイアス,50.0,526,60,80,25,rock,,260.0,5,0,"Earthquake, Protect, Rock Blast, Stealth Rock, Stone Edge, Toxic",0.0116,Smogon_VGC_Usage_2022,rock,No_type,sturdy,sand-stream,sand-force
seismitoad,1.5,UU,BW,4,0,1,4,0,1,2,6,2,0,0,0,0,2,2,0,2,0,0,5,17,11,8,6,4,2,10,10,9,3,13,11,9,9,7,6,4,7,6,6,6,5,3,3,2,1,1,1,0,1,1,1,0,0,0,66.66666667,66.66666667,0,RU,3,"['Swift Swim', 'Poison Touch', 'Water Absorb']",1.0,1.0,1.0,0.0,1.0,1.0,0.5,1.0,1.0,4.0,1.0,1.0,1.0,0.5,1.0,0.5,0.5,1.0,95,5120,70,509,45,Vibration Pokémon,75,1059860,1.5,105,Gamagerogeガマゲロゲ,50.0,537,85,75,74,water,ground,62.0,5,0,"Earth Power, Earthquake, Focus Blast, Hydro Pump, Knock Off, Power Whip, Scald, Stealth Rock, Toxic, Weather Ball",4.77767,Smogon_VGC_Usage_2022,water,ground,swift-swim,poison-touch,water-absorb
scolipede,2.5,UU,BW,4,4,0,3,2,0,2,3,3,0,0,0,0,0,5,0,0,0,0,1,19,15,9,7,3,1,9,9,9,4,3,3,2,2,2,2,1,4,4,4,3,2,1,1,1,1,1,0,0,1,1,1,1,1,1,100.0,0.0,0,UU,4,"['Poison Point', 'Swarm', 'Speed Boost']",0.5,1.0,1.0,1.0,0.5,0.25,2.0,2.0,1.0,0.25,1.0,1.0,1.0,0.5,2.0,2.0,1.0,1.0,100,5120,70,485,45,Megapede Pokémon,89,1059860,2.5,60,Pendrorペンドラー,50.0,545,55,69,112,bug,poison,200.5,5,0,"Earthquake, Megahorn, Poison Jab, Swords Dance",0.00307,Smogon_VGC_Usage_2022,bug,poison,poison-point,swarm,speed-boost
whimsicott,0.7,PU,BW,1,4,1,6,0,1,2,4,0,1,0,0,3,2,3,3,2,0,0,5,6,4,2,2,1,0,4,4,3,1,7,7,7,7,6,5,4,6,6,6,6,6,3,2,1,1,1,3,0,1,1,1,1,1,0,87.5,87.5,0,PU,1,"['Prankster', 'Infiltrator', 'Chlorophyll']",1.0,0.5,0.0,0.5,1.0,0.5,2.0,2.0,1.0,0.5,0.5,2.0,1.0,4.0,1.0,1.0,2.0,0.5,67,5120,70,480,75,Windveiled Pokémon,85,1000000,0.7,60,Elfuunエルフーン,50.0,547,77,75,116,grass,fairy,6.6,5,0,"Defog, Encore, Energy Ball, Hurricane, Knock Off, Leech Seed, Moonblast, Psychic, Stun Spore, Substitute, Switcheroo, U-turn",15.89,Worlds_VGC_Usage_2022,grass,fairy,prankster,infiltrator,chlorophyll
krookodile,1.5,UU,BW,4,6,0,4,0,2,2,6,2,0,0,0,0,2,3,0,0,0,0,0,36,27,17,13,6,3,13,13,8,3,8,8,8,7,5,3,1,7,7,7,7,6,2,2,2,1,1,2,0,1,1,1,1,0,0,75.0,75.0,0,UU,4,"['Intimidate', 'Moxie', 'Anger Point']",2.0,0.5,1.0,0.0,2.0,2.0,1.0,1.0,0.5,2.0,1.0,2.0,1.0,0.5,0.0,0.5,1.0,2.0,117,5120,70,519,45,Intimidation Pokémon,80,1059860,1.5,95,Waruvialワルビアル,50.0,553,65,70,92,ground,dark,96.3,5,0,"Close Combat, Earthquake, Knock Off, Stealth Rock, Stone Edge, Taunt, Toxic",0.14,Worlds_VGC_Usage_2022,ground,dark,intimidate,moxie,anger-point
gothitelle,1.5,PU,BW,1,3,0,2,0,0,1,-1,0,0,2,1,0,0,4,1,0,0,0,1,8,5,3,2,1,0,5,5,5,1,10,10,9,9,8,5,3,6,6,6,6,6,2,2,2,1,1,3,0,1,1,1,1,1,0,83.33333333,83.33333333,0,ZU,0,"['Frisk', 'Competitive', 'Shadow Tag']",2.0,2.0,1.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,55,5120,70,490,50,Astral Body Pokémon,95,1059860,1.5,70,Gothiruselleゴチルゼル,24.6,576,95,110,65,psychic,,44.0,5,0,"Cosmic Power, Rest, Sleep Talk, Stored Power",4.23636,Smogon_VGC_Usage_2023,psychic,No_type,frisk,competitive,shadow-tag
ferrothorn,1.0,Uber,BW,6,1,1,8,1,1,2,11,3,0,0,0,0,2,4,0,2,0,0,2,17,13,9,7,6,1,11,9,5,3,6,6,6,5,3,1,1,5,5,4,4,4,3,3,2,2,1,3,0,1,1,1,1,0,0,80.0,80.0,0,OU,5,"['Iron Barbs', 'Anticipation']",1.0,1.0,0.5,0.5,0.5,2.0,4.0,1.0,1.0,0.25,1.0,1.0,0.5,0.0,0.5,0.5,0.5,0.5,94,5120,70,489,90,Thorn Pod Pokémon,131,1000000,1.0,74,Nutreyナットレイ,50.0,598,54,116,20,grass,steel,110.0,5,0,"Body Press, Knock Off, Leech Seed, Spikes",6.54774,Smogon_VGC_Usage_2022,grass,steel,iron-barbs,No_ability,anticipation
chandelure,1.0,UU,BW,4,5,0,6,1,2,2,11,0,0,1,0,0,0,3,0,0,0,0,1,4,2,1,1,1,1,4,4,2,2,14,14,14,14,12,8,5,8,8,8,7,6,3,2,2,1,1,3,0,1,1,1,1,0,0,77.77777778,77.77777778,0,RU,3,"['Flash Fire', 'Flame Body', 'Infiltrator']",0.25,2.0,1.0,1.0,0.5,0.0,0.5,1.0,2.0,0.5,2.0,0.5,0.0,0.5,1.0,2.0,0.5,2.0,55,5120,70,520,45,Luring Pokémon,90,1059860,1.0,60,Chandelaシャンデラ,50.0,609,145,90,80,ghost,fire,34.3,5,0,"Energy Ball, Fire Blast, Hex, Protect, Shadow Ball, Toxic",0.59007,Smogon_VGC_Usage_2023,ghost,fire,flash-fire,flame-body,infiltrator
volcarona,1.6,OU,BW,5,2,1,5,1,0,2,3,0,1,0,0,3,0,5,0,2,1,0,3,9,9,6,4,2,1,7,7,6,2,9,9,9,9,8,7,7,6,5,5,5,5,3,3,2,1,1,3,0,1,1,1,0,0,0,66.66666667,66.66666667,0,OU,5,"['Flame Body', 'Swarm']",0.5,1.0,1.0,1.0,0.5,0.5,1.0,2.0,1.0,0.25,1.0,0.5,1.0,1.0,1.0,4.0,0.5,2.0,60,10240,70,550,15,Sun Pokémon,65,1250000,1.6,85,Ulgamothウルガモス,50.0,637,135,105,100,bug,fire,46.0,5,0,"Bug Buzz, Fire Blast, Flamethrower, Giga Drain, Psychic, Quiver Dance, Roost, Safeguard",10.12,Worlds_VGC_Usage_2024,bug,fire,flame-body,No_ability,swarm
